2|1849 OPRAVA UCL||
2|1965 OPRAVA UCL||
2|1651-1990 OPRAVA UCL||
2|1401-1400 OPRAVA UCL||
2|1861-1914||
1|1939-1986||
1|1997 OPRAVA UCL||
1|1914-1945 OPRAVA UCL||
1|1558-1602||
1|1915-1927 OPRAVA UCL||
1|1842-1860||
1|1142-1420||
1|1943||
1|1946||
1|1939-1942 OPRAVA UCL||
1|1843-1948||
1|1980-2009||
1|1988-2019||
1|1911-1970 OPRAVA UCL||
1|1904-1911||
1|1938-1939||
1|1921-1992||
1|1971 OPRAVA UCL||
1|1774-1938 OPRAVA UCL||
1|1948-1949 OPRAVA UCL||
1|1750-1945||
1|1439-1440||
1|1948-1990||
1|1961-1974||
1|1961-1970||
1|1949-2015||
1|1939-1948||
1|1820-1860||
1|1901-1918||
1|1924-1934||
1|1918-1990||
1|1937||
1|1919-1925||
1|1919-1923||
1|1917-1923||
1|1914-1925||
1|1989-1996||
1|1990-2017||
1|1900-1914||
1|1990-2012||
1|1990-2011||
1|1918-2014||
1|1934-1942||
1|1947-20107||
1|1939-1941||
1|20. stoletĂ­ OPRAVA UCL||
1|9400 OPRAVA UCL||
1|1778-1945||
1|1861-1950 OPRAVA UCL||
1|1913-1928||
1|1931-1948||
1|1910-1937||
1|1933-1936||
1|1918-1922||
1|od 1770 OPRAVA UCL||
1|1918-1925||
1|900||
1|1943-1945||
1|1901-1940 L||
1|1781-1840 OPRAVA UCL||
1|1925-1935||
1|1890-1936||
1|1971-1975 OPRAVA UCL||
1|1981-2017||
1|1841-1900||
1|9.-17. stol. OPRAVA UCL||
1|1657-1773||
1|1890-1938||
1|1997-2017||
1|1989-2010||
1|1891-1920 OPRAVA UCL||
1|1860-1939||
1|-1918||
1|1907||
1|1902||
1|1848-1989||
1|1900||
1|2015-2016||
1|1850-1914||
1|1956-1965 OPRAVA UCL||
1|1845 OPRAVA UCL||
1|1903-1904||
1|1991||
1|1992||
1|1975-2016||
1|1918-2017||
1|1883-1900||
1|1918-2015||
1|1825-1911||
1|1996-2006||
1|1961-1990 OPRAVA UCL||
1|1970-1972||
1|1918-2018||
1|1914-1968||
1|1930-1960||
1|1609-1620||
1|do 1900||
1|2017-2018||
1|1938-1948||
1|1681-1690 OPRAVA UCL||
1|1750-1850||
1|1968-1971||
1|1968-1970||
1|1940-1941||
1|1888-1948||
1|1935-1947||
1|1980-1981||
1|1980-1989||
1|1885||
1|1884||
1|1995-2004||
1|1911-1930 OPRAVA UCL||
1|2001-2014||
1|1918-1968 OPRAVA UCL||
1|1476-1500||
1|1922-2012||
1|17. listopadu 1989||
1|1942-1944||
1|1931-1970||
1|1996 OPRAVA UCL||
1|1937-1949||
1|1965-1975||
1|1977-1981||
1|1861-1890 OPRAVA UCL||
1|1945-1947 OPRAVA UCL||
1|2014||
1|1851-1990 OPRAVA UCL||
1|2010-2020||
1|1927-1932||
1|1880-1938||
1|1927-1937||
1|1931-1941 OPRAVA UCL||
1|1740 OPRAVA UCL||
1|1954||
1|1951||
1|1585-1628||
1|1968-2012||
1|1947-1990||
1|2005 OPRAVA UCL||
1|1968-1988||
1|1886-1986||
1|1870-1949||
1|1777-1850 OPRAVA UCL||
1|1686-1688||
1|1740-1847||
1|1805-1820||
1|1945-1950||
1|1960-1989||
1|1921-1990 OPRAVA UCL||
1|1848-1933||
1|1961-1989||
1|1944-1945||
1|1840-1920||
1|1781-1861||
1|1920-1938 OPRAVA UCL||
1|1840-1859||
1|1909-2019||
1|1910-1915||
1|1896-1953||
1|1917-1919||
1|2007-2016||
1|1791-1800||
1|2007-2017||
1|1920-1945||
1|1800-1969 OPRAVA UCL||
1|1948-1962||
1|1691-1700 OPRAVA UCL||
1|1948-1967||
1|1948-1964||
1|1948-1965||
1|1886||
1|1918-1936||
1|1965-2014||
1|1371-1380 OPRAVA UCL||
1|1943-1953||
1|1779-1850 OPRAVA UCL||
1|1892-1894||
1|1899-1901||
1|9400||
1|do 1830||
1|1972-1974||
1|1967-1969 OPRAVA UCL||
1|1972-1977||
1|1975-1992||
1|1923-1945||
1|1863-1864||
1|1968-1971 OPRAVA UCL||
1|1912||
1|1948-1960 OPRAVA UCL||
1|1933-1953||
1|1696-1697||
1|1918-1940||
1|1955-1956||
1|2020||
1|1415-1621||
1|1969-1985||
1|1871-1910 OPRAVA UCL||
1|1995-2005||
1|1982 OPRAVA UCL||
1|1989-1991||
1|1915-1918 OPRAVA UCL||
1|1945-1993||
1|1964 OPRAVA UCL||
1|1920-1987||
1|1965||
1|1963||
1|1915-1919||
1|1915-1918||
1|1391-1450 OPRAVA UCL||
1|1882-1953||
1|1348-1418||
1|od 1450 OPRAVA UCL||
1|1945-1966||
1|po 1968||
1|1945-1969||
1|1911-2004||
1|1946-1970 OPRAVA UCL||
1|1901-1938||
1|1901-1939||
1|6.-19. stoletĂ­||
1|1623-1628||
1|1848-2008||
1|1989-2014||
1|1928-1982||
1|0500 OPRAVA UCL||
1|1847-1851||
1|1934-1968||
1|1192 OPRAVA UCL||
1|1942-1971||
1|1910-1913 OPRAVA UCL||
1|1600-1610||
1|1040 OPRAVA UCL||
1|1851-1940||
1|1945-1976 OPRAVA UCL||
1|1849-1913||
1|do 1914||
1|1971-1990 OPRAVA UCL||
1|1908-1942||
1|1920||
1|1961-1980 OPRAVA UCL||
1|1952 OPRAVA UCL||
1|1746-1751||
1|1966 OPRAVA UCL||
1|1526-1740||
1|1931-1960 OPRAVA UCL||
1|1911-1938||
1|1945-1958 OPRAVA UCL||
1|1381-1410 OPRAVA UCL||
1|1900-1980||
1|1415-1620||
1|1917-1991||
1|1961-1950 OPRAVA UCL||
1|1501-1800||
1|1908-1936||
1|1409-1774||
1|1851-1960 OPRAVA UCL||
1|1955-1991||
1|1580-1582||
1|3000 OPRAVA UCL||
1|1969-1970||
1|1620-1630||
1|1780-1918||
1|1915-2015||
1|1976-1986||
1|1751-1790 OPRAVA UCL||
1|1948-1955||
1|1948-1953||
1|1938-3900 OPRAVA UCL||
1|1866||
1|17. kvÄ›tna 1917||
1|15. bĹ™ezna 1939||
1|1890-1950||
1|1850-1949||
1|1830-1948||
1|1751-1848||
1|1863-1872||
1|1865-1945||
1|1648-1806||
1|2016-2017||
1|1967-1969||
1|1959-1970 OPRAVA UCL||
1|1930-1931 OPRAVA UCL||
1|1195 OPRAVA UCL||
1|1933-1945||
1|1918-1972 OPRAVA UCL||
1|1905 OPRAVA UCL||
1|1966-1968 OPRAVA UCL||
1|21. srpna 1968||
1|1849-1948||
1|1944-1965||
1|1884-1918||
1|1959-1969 OPRAVA UCL||
1|1953-2015||
1|do 1700||
1|2000-2013||
1|2000-2011||
1|2000-2017||
1|1900-1925||
1|1948-1984||
1|1611-1621||
1|1890-1948||
1|1979||
1|1978||
1|1976||
1|1910-1928||
1|1936-1940||
1|1927-1942||
1|1968-1968 OPRAVA UCL||
1|1927-1948||
1|1903-1925||
1|1919-2001||
1|1436-1449||
1|1978-1988||
1|1922-1948||
1|1. desetiletĂ­ 21. stoletĂ­||
1|1978-1984||
1|1800-1918 OPRAVA UCL||
1|800-2000||
1|2021-2030||
1|1920-1939||
1|1671-1680 OPRAVA UCL||
1|2005-2016||
1|1919-1938||
1|1957-1970 OPRAVA UCL||
1|1964-1968 OPRAVA UCL||
1|1945-1974||
1|1961-1968||
1|1945-1970||
1|1886-1891||
1|1914-1915||
1|1961-1965||
1|2014-2015||
1|1918-1989||
1|1628-1638||
1|1956-1970||
1|1919-1930||
1|1849-1999||
1|1947-1959||
1|1923 OPRAVA UCL||
1|1990-2007||
1|1990-2003||
1|1966-2006 OPRAVA UCL||
1|2013-2014||
1|do 1335||
1|1963-1966||
1|2001-2008||
1|1861-1910 OPRAVA UCL||
1|1848-1858||
1|1913-1938||
1|1880-1945||
1|1935 OPRAVA UCL||
1|1938-1950||
1|1990-1997||
1|1880-1910||
1|1880-1914||
1|1880-1918||
1|1957-1963||
1|1918-1944 OPRAVA UCL||
1|1949-1957 OPRAVA UCL||
1|1891-2016||
1|2008-2012||
1|1930||
1|1867-2011||
1|1740-1918||
1|1900-1969||
1|1570-1596||
1|1771-1870 OPRAVA UCL||
1|1954-2019||
1|1792-1793||
1|1926-1945||
1|1910-1982||
1|1961 OPRAVA UCL||
1|1926-1948||
1|1914-1940||
1|1908-1928||
1|1750-1830||
1|1891-1914||
1|1711-1850 OPRAVA UCL||
1|1945-1965 OPRAVA UCL||
1|1983||
1|1953-1995||
1|1953-1994||
1|1945-2010||
1|1571-1850||
1|1856-1868||
1|1897-1948||
1|1945- OPRAVA UCL||
1|1898-1909||
1|1972 OPRAVA UCL||
1|1819-1820||
1|1517-2017||
1|1964-1989||
1|1901-1990 OPRAVA UCL||
1|1790-1860||
1|1893-1895||
1|1976-1989||
1|1804-1808||
1|1789-1914||
1|1789-1912||
1|1891-1940 OPRAVA UCL||
1|od 1800 OPRAVA UCL||
1|1948-1949||
1|15.-21. stol.||
1|1893-1938||
1|1860-1890||
1|od 1650||
1|1896||
1|1788-1918||
1|1960-2000||
1|1575-1945||
1|1850-1870||
1|1894-1925||
1|1899-1928||
1|1909-1931||
1|1967-1977||
1|1953-1966||
1|1953-1960||
1|1985-1995||
1|1781-1850 OPRAVA UCL||
1|1985-1992||
1|1977-1997||
1|1932-1955 OPRAVA UCL||
1|1848-1945||
1|1966-2016||
1|1929-1935||
1|1918-1968||
1|do 1800 OPRAVA UCL||
1|1965-1969||
1|1949-1950||
1|2010-2019||
1|2004-2019||
1|2009||
1|1957-1966 OPRAVA UCL||
