KULTURA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=126;1957 - 1962;;;
KULTURNÍ LIST;http://slovnikceskeliteratury.cz/showContent.jsp?docId=127;1949 - 1949;;;
KULTURNÍ POLITIKA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=253;1945 - 1949;;;
KULTURNÍ TVORBA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=128;1963 - 1968;;;
KUNC, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=417;* 9. 12. 1912;Knížkovice (dnes Zdice-Knížkovice) u Berouna;† 5. 5. 1983;Praha
KUNDERA, Ludvík;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1060;* 22. 3. 1920;Brno;† 17. 8. 2010;Boskovice
KUNDERA, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1265;* 1. 4. 1929;Brno;;
KUPKA, Jiří Svetozar;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1266;* 28. 9. 1921;Praha;† 4. 7. 2017;
KURÝR ODEONU;http://slovnikceskeliteratury.cz/showContent.jsp?docId=129;1969 - 1990;;;
KVART;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1878;1975 - 1984;;;
KVART (1);http://slovnikceskeliteratury.cz/showContent.jsp?docId=130;1930 - 1937; 1945 - 1949;;;
KVART (2);http://slovnikceskeliteratury.cz/showContent.jsp?docId=1276;1967 - 1990; 1992 - 1995;;;
KVAŠŇÁK;http://slovnikceskeliteratury.cz/showContent.jsp?docId=131;1989 - 1991;;;
KVĚTEN;http://slovnikceskeliteratury.cz/showContent.jsp?docId=132;1955 - 1959;;;
KYTICE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=133;1945 - 1948;;;
LABYRINT;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1901;1992 - (dosud);;;
LACINA, Václav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=506;* 9. 7. 1906;Hluboká nad Vltavou;† 9. 12. 1993;Rožmitál pod Třemšínem
LADĚNÍ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=255;1991 - (dosud);;;
LAGRONOVÁ, Lenka;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1312;* 22. 9. 1963;Brno;;
LANDOVSKÝ, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=464;* 11. 9. 1936;Německý Brod (dnes Havlíčkův Brod);† 10. 10. 2014;Kytín
LANDSMANN, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1640;* 26. 2. 1949;Nový Jičín;† 17. 3. 2017;Praha
LANGER, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=463;* 3. 3. 1888;Praha;† 2. 8. 1965;Praha
LANTOVÁ, Ludmila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=418;* 19. 9. 1926;Náchod;† 28. 2. 2021;Praha
LAUB, Gabriel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1267;* 24. 10. 1928;Bochnia (u Krakova, Polsko);† 3. 2. 1998;Hamburk (SRN)
LAZECKÝ, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=728;* 18. 8. 1905;Tísek (u Nového Jičína);† 16. 11. 1984;Praha
LÁZŇOVSKÝ, Michal;http://slovnikceskeliteratury.cz/showContent.jsp?docId=460;* 16. 1. 1947;Praha;;
LEBL, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1061;* 7. 11. 1950;Praha;;
LEDERER, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1062;* 27. 10. 1917;Praha;† 10. 4. 1985;Delft (Nizozemí)
LEGÁTOVÁ, Květa;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1451;* 3. 11. 1919;Podolí (u Brna);† 22. 12. 2012;Brno
LEHÁR, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=419;* 23. 1. 1949;Zábřeh (na Moravě);† 29. 12. 2004;Praha
LE LA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1852;1978 - 1989;;;
LETTRE INTERNATIONALE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=136;1990 - 1994;;;
LEVÝ, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=420;* 8. 8. 1926;Košice;† 17. 1. 1967;Brno
LIDOVÁ KULTURA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=137;1945 - 1950;;;
LIDOVÉ NAKLADATELSTVÍ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1694;1948 - 1992;;;
LIDOVÉ NOVINY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=140;1987 - 1989;;;
LIEHM, Antonín Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=48;* 2. 3. 1924;Praha;† 4. 12. 2020;Praha
LICHÝ, Saša;http://slovnikceskeliteratury.cz/showContent.jsp?docId=925;* 29. 8. 1925;Ostrava;† 31. 12. 1986;Ostrava
LINHARTOVÁ, Věra;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1268;* 22. 3. 1938;Brno;;
LISICKÁ, Helena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=729;* 26. 11. 1930;Olomouc;† 30. 11. 2009;Olomouc
LISTOPAD, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1063;* 26. 11. 1921;Praha;† 2. 10. 2017;Lisabon (Portugalsko)
LIST PRO LITERATURU;http://slovnikceskeliteratury.cz/showContent.jsp?docId=141;1990 - 1991;;;
LIST SDRUŽENÍ MORAVSKÝCH SPISOVATELŮ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=142;1946 - 1948;;;
LISTY (1) 1946-48;http://slovnikceskeliteratury.cz/showContent.jsp?docId=143;1946 - 1948;;;
LISTY (2);http://slovnikceskeliteratury.cz/showContent.jsp?docId=144;1968 - 1969;;;
LISTY KLUBU PŘÁTEL POEZIE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=147;1961 - 1990;;;
LIŠKA, Eugen;http://slovnikceskeliteratury.cz/showContent.jsp?docId=926;* 26. 10. 1920;Pozdišovce (Slovensko);† 29. 3. 1997;Praha
LITERÁRNÍ LISTY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=149;1968 - 1968;;;
LITERÁRNÍ MĚSÍČNÍK;http://slovnikceskeliteratury.cz/showContent.jsp?docId=150;1972 - 1990;;;
LITERÁRNÍ NOVINY (1) 1927-51;http://slovnikceskeliteratury.cz/showContent.jsp?docId=151;1927 - 1941; 1946 - 1951;;;
LITERÁRNÍ NOVINY (2) 1952-67;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1286;1952 - 1967;;;
LITERÁRNÍ NOVINY (3) 1967-68; Kulturní noviny, 1968;http://slovnikceskeliteratury.cz/showContent.jsp?docId=153;1967 - 1968;;;
LOM, Stanislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=927;* 12. 11. 1883;Praha;† 15. 11. 1967;Praha
LONGINOVÁ, Helena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1269;* 3. 1. 1930;Jindřichův Hradec;† 27. 8. 2015;České Budějovice
LOPATKA, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=26;* 7. 2. 1940;Zdíkov (u Vimperka);† 9. 7. 1993;Praha
LORENC, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1064;* 12. 2. 1919;Praha;† 14. 10. 1999;Praha
LOŠŤÁK, Radoslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=928;* 11. 11. 1935;Olomouc;† 10. 9. 1992;Praha
LOUKOTKOVÁ, Jarmila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1270;* 14. 4. 1923;Praha;† 29. 10. 2007;Praha
LOUŽIL, Jaromír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=730;* 8. 1. 1926;Jaroměř;† 1. 8. 2013;Praha
LUCERNIČKA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1720;1953 - 1962; 1975 - 1975;;;
LUDVA, Roman;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1337;* 10. 07. 1966;Ústí nad Orlicí;;
LUKÁŠOVÁ, Růžena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1271;* 9. 10. 1906;Olomouc;† 6. 9. 1998;Brno
LUKEŠ, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=797;* 12. 7. 1912;Praha;† 25. 8. 1977;Terezín
LUKEŠ, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=421;* 12. 9. 1950;Praha;;
LUKEŠ, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=929;* 14. 12. 1933;Praha;† 22. 9. 2007;Praha
LUKEŠOVÁ, Milena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=731;* 16. 6. 1922;Choceň;† 28. 7. 2008;Litomyšl
LUSKAČ, Rudolf;http://slovnikceskeliteratury.cz/showContent.jsp?docId=798;* 21. 12. 1899;Rájec nad Svitavou (dnes Rájec-Jestřebí);† 26. 6. 1971;Praha
LUSTIG, Arnošt;http://slovnikceskeliteratury.cz/showContent.jsp?docId=507;* 21. 12. 1926;Praha;† 26. 2. 2011;Praha
LYSOHORSKY, Óndra;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1065;* 6. 7. 1905;Frýdek (dnes Frýdek-Místek);† 19. 12. 1989;Bratislava
MACOUREK, Miloš;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1284;* 2. 12. 1926;Kroměříž;† 30. 9. 2002;Praha
MACURA, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=508;* 7. 11. 1945;Ostrava;† 17. 4. 1999;Praha
MAGNET;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1823;1956 - 1997;;;
MAHLER, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=603;* 7. 12. 1928;Batelov (u Telče);† 17. 3. 2018;Praha
MACHÁČEK, Lubomír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=800;* 21. 6. 1947;Pardubice;;
MACHALA, Lubomír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=509;* 10. 11. 1958;Bruntál;;
MACHONIN, Sergej;http://slovnikceskeliteratury.cz/showContent.jsp?docId=938;* 29. 12. 1918;Moskva;† 24. 11. 1995;Praha
MACHULKOVÁ, Inka;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1177;* 8. 11. 1933;Praha;† 27. 3. 2014;Mnichov (Německo)
MAJEROVÁ, Marie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=801;* 1. 2. 1882;Úvaly (u Prahy);† 16. 1. 1967;Praha
MAKETA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1356;1969;;;
MALÍK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=940;* 15. 2. 1904;Příbram;† 24. 7. 1980;Praha
MANDÁT, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=802;* 6. 3. 1952;Broumov;;
MAREK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=604;* 30. 5. 1914;Praha;† 10. 12. 1994;Praha
MAREŠ, Stanislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=422;* 25. 3. 1934;Praha;† 15. 3. 2005;Bathurst (Austrálie)
MARŠÍČEK, Vlastimil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=605;* 14. 11. 1923;Postupice u Benešova;† 11. 8. 2000;Praha
MARTIN, Eduard;http://slovnikceskeliteratury.cz/showContent.jsp?docId=803;* 27. 3. 1951;Praha;;
MARTINEC, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=941;* 7. 12. 1915;Praha;† 29. 8. 1995;Praha
MARTÍNEK, Lubomír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=804;* 9. 5. 1954;České Budějovice;;
MARTÍNEK, Vojtěch;http://slovnikceskeliteratury.cz/showContent.jsp?docId=805;* 11. 4. 1887;Brušperk (u Frýdku-Místku);† 25. 4. 1960;Ostrava
MARYSKO, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1067;* 29. 3. 1915;Třebechovice pod Orebem;† 23. 11. 1988;Praha
MARYSKO, Maxi;http://slovnikceskeliteratury.cz/showContent.jsp?docId=466;* 7. 5. 1945;Praha;† 15. 9. 2000;Praha
MAŘÁNEK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=423;* 12. 1. 1891;Milevsko;† 4. 5. 1959;Praha
MAŘÍK, Kamil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1068;* 2. 6. 1946;Nová Včelnice;;
MÁŠA, Antonín;http://slovnikceskeliteratury.cz/showContent.jsp?docId=942;* 22. 7. 1935;Višňová (u Příbrami);† 4. 10. 2001;Příbram
MAŠÍNOVÁ, Leontina;http://slovnikceskeliteratury.cz/showContent.jsp?docId=806;* 16. 3. 1882;Plzeň;† 10. 2. 1975;Lázně Bělohrad
MATĚJKA, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=467;* 9. 9. 1927;Ivančice;† 17. 4. 2010;Praha
MATHAUSER, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=510;* 3. 6. 1920;Rudolfov (u Českých Budějovic);† 27. 5. 2007;Praha
MATOUŠEK, Ivan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=807;* 28. 7. 1948;Praha;;
MATYS, Rudolf;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1069;* 28. 5. 1938;Praha;;
MAZÁČ, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1071;* 24. 3. 1934;Přerov;† 28. 4. 2006;Přerov
MEANDR;http://slovnikceskeliteratury.cz/showContent.jsp?docId=156;1968 - 1969;;;
MED, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=511;* 19. 4. 1932;Havlíčkův Brod;† 14. 2. 2018;Havlíčkův Brod
MEDEK, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=468;* 18. 10. 1950;Praha;;
MEJSTŘÍK, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=808;* 28. 10. 1902;Beroun;† 14. 9. 1994;Rakovník
MELANTRICH;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1832;1898 - 1999;;;
MERHAUT, Luboš;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1336;* 11. 4. 1961;Kladno;;
MERTA, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1072;* 20. 1. 1946;Praha;;
MERTH, František Daniel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1073;* 18. 10. 1915;Jindřichův Hradec;† 11. 4. 1995;Strašín (u Sušice)
MERTL, Věroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=809;* 30. 3. 1929;Chrášťany (u Týna nad Vltavou);† 20. 5. 2013;České Budějovice
MERTLÍK, Rudolf;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1074;* 14. 5. 1913;Praha;† 28. 7. 1985;Praha
MĚŠŤAN, Antonín;http://slovnikceskeliteratury.cz/showContent.jsp?docId=512;* 29. 8. 1930;Praha;† 30. 5. 2004;Freiburg (Německo)
MICHAL, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=810;* 28. 12. 1932;Praha;† 30. 6. 1984;Basilej (Švýcarsko)
MICHL, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=606;* 1. 1. 1898;Dobré (u Dobrušky);† 25. 2. 1982;Čížová-Nová Ves(u Písku)
MIKEŠ, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1075;* 19. 8. 1948;Zlín;† 8. 2. 2016;Benešov
MIKEŠ, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=811;* 11. 8. 1927;Choceň;;
MIKULÁŠEK, Oldřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1076;* 26. 5. 1910;Přerov;† 13. 7. 1985;Brno
MIKULKA, Alois;http://slovnikceskeliteratury.cz/showContent.jsp?docId=607;* 13. 8. 1933;Brno;;
MILÍŘ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=157;1994 - (dosud);;;
MILOTA, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=812;* 16. 9. 1937;Praha;† 30. 4. 2002;Praha
MILOTA, Vlastimil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=813;* 23. 12. 1923;Lipany nad Torysou (Slovensko);† 25. 11. 1993;Hustopeče (u Brna)
MÍR;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1909;1948 - 1954;;;
MISAŘ, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=814;* 30. 9. 1934;Ploskovice (u Litoměřic);† 6. 4. 1991;Praha
MIZERA, Otta;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1684;* 29. 5. 1919;Praha;† 21. 10. 1952;Paříž (Francie)
MLADÁ FRONTA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1656;1945 - (dosud);;;
MLADÉ ARCHY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=158;1945 - 1949;;;
MOC, Stanislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1379;* 17. 3. 1945;Praha;;
MOCNÁ, Dagmar;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1332;* 21. 5. 1958;Most;;
MODERNÍ ANALFABET;http://slovnikceskeliteratury.cz/showContent.jsp?docId=159;1990 - 1993;;;
MODRÝ KVĚT;http://slovnikceskeliteratury.cz/showContent.jsp?docId=160;1994 - 1995;;;
MOKREJŠ, Antonín;http://slovnikceskeliteratury.cz/showContent.jsp?docId=513;* 9. 11. 1932;Otaslavice (u Prostějova);;
MOLDANOVÁ, Dobrava;http://slovnikceskeliteratury.cz/showContent.jsp?docId=514;* 12. 5. 1936;Kladno;;
MONÍKOVÁ, Libuše;http://slovnikceskeliteratury.cz/showContent.jsp?docId=815;* 30. 8. 1945;Praha;† 12. 1. 1998;Berlín (Německo)
MORAVA, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=515;* 24. 3. 1932;Brno;† 4. 6. 2012;Innsbruck (Rakousko)
MORAVCOVÁ, Jana;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1077;* 8. 5. 1937;Černčice (u Loun);† 12. 6. 2018;Praha
MORÁVEK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=424;* 1. 5. 1888;Kamenný Přívoz (u Jílového);† 14. 4. 1958;Praha
MORAVIAN LIBRARY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1793;1955 - 1958; 1983 - 1983;;;
MOST (1) 1947-48;http://slovnikceskeliteratury.cz/showContent.jsp?docId=161;1947 - 1948;;;
MOST atd. (2) 1989-90;http://slovnikceskeliteratury.cz/showContent.jsp?docId=162;1989 - 1990;;;
MOTÝL, Petr;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1078;* 26. 8. 1964;Klatovy;;
MOURKOVÁ, Jarmila;http://slovnikceskeliteratury.cz/showContent.jsp?docId=516;* 26. 2. 1931;Praha;† 28. 8. 1992;Praha
MOZKOVÁ MRTVICE;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1891;1983 - 1986;;;
MRAVCOVÁ, Marie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=517;* 8. 9. 1947;Praha;;
MUCHA, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=816;* 12. 3. 1915;Praha;† 5. 4. 1991;Praha
MUKAŘOVSKÝ, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=518;* 11. 11. 1891;Písek;† 8. 2. 1975;Praha
MÜLLER, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=817;* 27. 6. 1934;Olomouc;† 9. 5. 2006;Ostrava
MÜLLER, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=519;* 8. 8. 1904;Praha;† 2. 10. 1977;Praha
MURRER, Ewald;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1079;* 24. 7. 1964;Praha;;
NÁDVORNÍKOVÁ, Alena;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1343;* 12. 11. 1942;Lipník nad Bečvou;;
NAKLÁDAL, Lubomír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=818;* 19. 2. 1926;Olšany u Prostějova;† 18. 2. 1986;Olšany u Prostějova
NAKLADATELSTVÍ JANA PAPÍKA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1801;1946 - 1948;;;
NAKLADATELSTVÍ MLADÝCH;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1675;1940 - 1949;;;
NÁPRAVNÍK, Milan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1080;* 28. 5. 1931;Německý (dnes Havlíčkův) Brod;† 27. 10. 2017;Kolín nad Rýnem (SRN)
NÁROŽNÍK, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1081;* 3. 1. 1939;Praha;† 23. 7. 2002;Praha
NAŠE ŘEČ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=163;1917 - (dosud);;;
NAŠE VOJSKO;http://slovnikceskeliteratury.cz/showContent.jsp?docId=164;1955 - 1958;;;
NAŠE VOJSKO;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1885;1945 - (dosud);;;
NAUMAN, Pavel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=425;* 2. 5. 1907;Praha;† 24. 9. 1976;Praha
NAVRÁTIL, Jiří;http://slovnikceskeliteratury.cz/showContent.jsp?docId=819;* 22. 9. 1939;Valašské Meziříčí;† 17. 3. 2019;Praha
NEČAS, Jaroslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=520;* 22. 5. 1913;Valašské Meziříčí;† 24. 12. 1988;Praha
NEFF, Ondřej;http://slovnikceskeliteratury.cz/showContent.jsp?docId=820;* 26. 6. 1945;Praha;;
NEFF, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=821;* 13. 6. 1909;Praha;† 2. 7. 1983;Praha
NECHVÁTAL, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1082;* 22. 10. 1905;Velký Újezd (u Olomouce);† 10. 9. 1983;Tanvald
NEJEDLÁ, Jaromíra;http://slovnikceskeliteratury.cz/showContent.jsp?docId=608;* 3. 4. 1934;Kladno;† 7. 8. 1989;Praha
NEJEDLÝ, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=521;* 10. 2. 1878;Litomyšl;† 9. 3. 1962;Praha
NĚMEC, Ludvík;http://slovnikceskeliteratury.cz/showContent.jsp?docId=822;* 8. 7. 1957;Kyjov;;
NĚMEČEK, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=426;* 19. 2. 1894;Josefov;† 5. 7. 1957;Mnichov (SRN)
NENADÁL, Radoslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=823;* 30. 10. 1929;Šumperk;† 17. 7. 2018;Praha
NEON;http://slovnikceskeliteratury.cz/showContent.jsp?docId=257;1999 - 2000;;;
NEPIL, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=609;* 10. 2. 1929;Hýskov;† 8. 9. 1995;Praha
NESVADBA, Josef;http://slovnikceskeliteratury.cz/showContent.jsp?docId=824;* 19. 6. 1926;Praha;† 26. 4. 2005;Praha
NEUBAUER, Zdeněk;http://slovnikceskeliteratury.cz/showContent.jsp?docId=522;* 30. 5. 1942;Brno;† 5. 7. 2016;Praha
NEUMANN, Stanislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1083;* 17. 10. 1927;Praha;† 18. 9. 1970;Praha
NEUŽIL, František;http://slovnikceskeliteratury.cz/showContent.jsp?docId=825;* 9. 5. 1907;Jezera (dnes Pozořice-Jezera, u Brna);† 22. 11. 1995;Brno
NEVERŠILOVÁ, Olga;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1084;* 26. 6. 1934;Praha;;
NEZKUSIL, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=523;* 13. 4. 1935;Užhorod (Podkarpatská Rus, dnes Ukrajina);† 30. 3. 2009;Praha
NEZVAL, Martin;http://slovnikceskeliteratury.cz/showContent.jsp?docId=469;* 12. 1. 1960;Brno;;
NEZVAL, Vítězslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1085;* 26. 5. 1900;Biskoupky (u Moravského Krumlova);† 6. 4. 1958;Praha
NOHA, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1086;* 26. 11. 1908;Benešov (u Prahy);† 19. 1. 1966;Praha
NOHAVICA, Jaromír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1914;* 7. 6. 1953;Ostrava;;
NOHEJL, Bohumil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=610;* 31. 7. 1928;Litvínov;;
NOHEJL, Miloslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=826;* 26. 5. 1896;Plzeň;† 25. 10. 1974;Plzeň
NOR, A. C.;http://slovnikceskeliteratury.cz/showContent.jsp?docId=524;* 19. 9. 1903;Kylešovice (u Opavy, dnes Opava-Kylešovice);† 29. 7. 1986;Praha
NOSKOVÁ, Věra;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1872;* 9. 4. 1947;Hroznětín (okres Karlovy Vary);;
NOTES;http://slovnikceskeliteratury.cz/showContent.jsp?docId=165;1990 - 1991;;;
NOUZA, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=827;* 2. 1. 1944;Lužnice (u Lomnice nad Lužnicí);† 23. 1. 2013;České Budějovice
NOUZA, Oldřich;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1087;* 21. 5. 1903;Doudleby (u Českých Budějovic);† 25. 5. 1974;Praha
NOVÁK, Bohumil;http://slovnikceskeliteratury.cz/showContent.jsp?docId=525;* 7. 1. 1908;Hořátev (u Nymburka);† 25. 9. 1992;Praha
NOVÁK, Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=828;* 4. 4. 1953;Kolín;;
NOVÁK, Ladislav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1088;* 4. 8. 1925;Turnov;† 28. 7. 1999;Třebíč
NOVÁKOVÁ, Julie;http://slovnikceskeliteratury.cz/showContent.jsp?docId=526;* 9. 3. 1909;Praha;† 19. 11. 1991;Praha
NOVÁKOVÁ, Luisa;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1382;* 19. 10. 1971;Brno;;
NOVÁKOVÁ, Zuzana;http://slovnikceskeliteratury.cz/showContent.jsp?docId=611;* 22. 2. 1943;Praha;;
NOVÁ OSVĚTA;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1745;1945 - 1950;;;
NOVÉ KNIHY;http://slovnikceskeliteratury.cz/showContent.jsp?docId=166;1960 - 2001;;;
NOVINÁŘ;http://slovnikceskeliteratury.cz/showContent.jsp?docId=1911;1966 - 1990;;;
NOVINKY ODEONU;http://slovnikceskeliteratury.cz/showContent.jsp?docId=167;1966 - 1976;;;
NOVOTNÝ, David Jan;http://slovnikceskeliteratury.cz/showContent.jsp?docId=829;* 28. 11. 1947;Praha;;
NOVOTNÝ, Miloslav;http://slovnikceskeliteratury.cz/showContent.jsp?docId=527;* 17. 6. 1894;Radomyšl (u Strakonic);† 22. 12. 1966;Strakonice
NOVOTNÝ, Vladimír;http://slovnikceskeliteratury.cz/showContent.jsp?docId=427;* 19. 8. 1946;Praha;;
NOVÝ, Karel;http://slovnikceskeliteratury.cz/showContent.jsp?docId=830;* 8. 12. 1890;Benešov (u Prahy);† 23. 11. 1980;Praha
NOVÝ ŽIVOT;http://slovnikceskeliteratury.cz/showContent.jsp?docId=168;1949 - 1959;;;
